Betting Day,Date,Home Team,Away Team,Bet,American Odds,Decimal Odds,Result,running W,n. bets,running % wins,1st positive threshold,2nd positive threshold,1st negative threshold,2nd negative threshold,RC,Risk,P/L
42,14/05/2023,Astros,White Sox,White Sox,114,2.14,L,96,190,0.5053,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,-0.90
42,14/05/2023,Padres,Dodgers,Padres,139,2.39,L,96,191,0.5026,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,-0.90
42,14/05/2023,Cardinals,Red Sox,Red Sox,110,2.1,L,96,192,0.5,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,-0.90
43,15/05/2023,Mets,Nationals,Nationals,144,2.44,W,97,193,0.5026,0.5025,0.5075,0.4975,0.4925,0,1,1.44
43,15/05/2023,Reds,Rockies,Rockies,114,2.14,W,98,194,0.5052,0.5025,0.5075,0.4975,0.4925,0,1,1.14
43,15/05/2023,Angels,Orioles,Orioles,107,2.07,L,98,195,0.5026,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
43,15/05/2023,Mariners,Red Sox,Red Sox,110,2.1,L,98,196,0.5,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
44,16/05/2023,Angels,Orioles,Orioles,-135,1.74,W,99,197,0.5025,0.5025,0.5075,0.4975,0.4925,0,1,0.74
44,16/05/2023,Mariners,Red Sox,Red Sox,140,2.4,W,100,198,0.5051,0.5025,0.5075,0.4975,0.4925,0,1,1.40
44,16/05/2023,Pirates,Tigers,Pirates,112,2.12,L,100,199,0.5025,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
44,16/05/2023,Guardians,White Sox,White Sox,105,2.05,W,101,200,0.505,0.5025,0.5075,0.4975,0.4925,0,1,1.05
44,16/05/2023,Diamondbacks,Athletics,Athletics,140,2.4,W,102,201,0.5075,0.5025,0.5075,0.4975,0.4925,0,1,1.40
45,17/05/2023,Pirates,Tigers,Pirates,153,2.53,W,103,202,0.5099,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,1.38
45,17/05/2023,Phillies,Giants,Giants,104,2.04,W,104,203,0.5123,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,0.94
45,17/05/2023,Mariners,Red Sox,Mariners,117,2.17,L,104,204,0.5098,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,-0.90
45,17/05/2023,Yankees,Jays,Jays,103,2.03,W,105,205,0.5122,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,0.93
45,17/05/2023,Braves,Rangers,Braves,-141,1.71,W,106,206,0.5146,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,0.64
45,17/05/2023,Cubs,Astros,Cubs,151,2.51,L,106,207,0.5121,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,-0.90
45,17/05/2023,Diamondbacks,Athletics,Diamondbacks,-139,1.72,W,107,208,0.5144,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,0.65
46,18/05/2023,Angels,Orioles,Orioles,-150,1.67,L,107,209,0.512,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
46,18/05/2023,Nationals,Marlins,Nationals,141,2.41,L,107,210,0.5095,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
46,18/05/2023,Rays,Mets,Mets,-102,1.98,W,108,211,0.5118,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.49
46,18/05/2023,Yankees,Jays,Yankees,126,2.26,W,109,212,0.5142,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.63
46,18/05/2023,Dodgers,Cardinals,Cardinals,136,2.36,W,110,213,0.5164,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.68
47,19/05/2023,Diamondbacks,Pirates,Pirates,154,2.54,W,111,214,0.5187,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.77
47,19/05/2023,Tigers,Nationals,Tigers,-108,1.93,W,112,215,0.5209,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.47
47,19/05/2023,Marlins,Giants,Marlins,110,2.1,L,112,216,0.5185,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
47,19/05/2023,Orioles,Jays,Orioles,149,2.49,W,113,217,0.5207,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.75
47,19/05/2023,Dodgers,Cardinals,Dodgers,-116,1.86,W,114,218,0.5229,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.43
47,19/05/2023,Royals,White Sox,Royals,102,2.02,L,114,219,0.5205,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
47,19/05/2023,Twins,Angels,Angels,116,2.16,W,115,220,0.5227,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.58
48,20/05/2023,Red Sox,Padres,Padres,-128,1.78,L,115,221,0.5204,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
48,20/05/2023,Orioles,Jays,Orioles,122,2.22,W,116,222,0.5225,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.61
48,20/05/2023,Diamondbacks,Pirates,Pirates,-145,1.69,L,116,223,0.5202,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
48,20/05/2023,Rockies,Rangers,Rockies,174,2.74,L,116,224,0.5179,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
48,20/05/2023,Yankees,Reds,Reds,136,2.36,L,116,225,0.5156,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
48,20/05/2023,Cubs,Phillies,Phillies,-147,1.68,W,117,226,0.5177,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.34
48,20/05/2023,Royals,White Sox,Royals,170,2.7,L,117,227,0.5154,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
48,20/05/2023,Dodgers,Cardinals,Dodgers,112,2.12,L,117,228,0.5132,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
48,20/05/2023,Mariners,Braves,Mariners,117,2.17,W,118,229,0.5153,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.59
49,21/05/2023,Brewers,Rays,Brewers,130,2.3,W,119,230,0.5174,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.65
49,21/05/2023,Orioles,Jays,Orioles,174,2.74,W,120,231,0.5195,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.87
49,21/05/2023,Guardians,Mets,Mets,-134,1.75,W,121,232,0.5216,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.38
49,21/05/2023,Diamondbacks,Pirates,Pirates,114,2.14,L,121,233,0.5193,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
50,22/05/2023,Rangers,Pirates,Pirates,127,2.27,W,122,234,0.5214,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.64
50,22/05/2023,Red Sox,Angels,Red Sox,-101,1.99,L,122,235,0.5191,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
50,22/05/2023,Giants,Twins,Giants,141,2.41,W,123,236,0.5212,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.71
50,22/05/2023,Jays,Rays,Rays,-102,1.98,W,124,237,0.5232,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.49
50,22/05/2023,White Sox,Guardians,White Sox,112,2.12,L,124,238,0.521,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
51,23/05/2023,White Sox,Guardians,Guardians,-122,1.82,L,124,239,0.5188,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
51,23/05/2023,Rangers,Pirates,Pirates,147,2.47,L,124,240,0.5167,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
51,23/05/2023,Orioles,Yankees,Orioles,150,2.5,L,124,241,0.5145,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
51,23/05/2023,Jays,Rays,Rays,-120,1.83,L,124,242,0.5124,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
51,23/05/2023,Padres,Nationals,Nationals,139,2.39,L,124,243,0.5103,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
51,23/05/2023,Cardinals,Reds,Reds,129,2.29,L,124,244,0.5082,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
51,23/05/2023,Mets,Cubs,Mets,104,2.04,L,124,245,0.5061,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
51,23/05/2023,Diamondbacks,Phillies,Phillies,-148,1.68,L,124,246,0.5041,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
51,23/05/2023,Astros,Brewers,Brewers,116,2.16,W,125,247,0.5061,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.58
52,24/05/2023,Rangers,Pirates,Pirates,107,2.07,L,125,248,0.504,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,-0.90
52,24/05/2023,Diamondbacks,Phillies,Phillies,-103,1.97,W,126,249,0.506,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,0.87
52,24/05/2023,Astros,Brewers,Brewers,-105,1.95,W,127,250,0.508,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,0.86
52,24/05/2023,Padres,Nationals,Padres,-137,1.73,L,127,251,0.506,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,-0.90
53,25/05/2023,Cardinals,Reds,Cardinals,-120,1.83,W,128,252,0.5079,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,0.75
53,25/05/2023,Phillies,Braves,Braves,-106,1.94,W,129,253,0.5099,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,0.85
54,26/05/2023,Reds,Cubs,Cubs,-136,1.74,L,129,254,0.5079,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
54,26/05/2023,Dodgers,Rays,Dodgers,107,2.07,L,129,255,0.5059,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
54,26/05/2023,White Sox,Tigers,Tigers,137,2.37,L,129,256,0.5039,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
54,26/05/2023,Rangers,Orioles,Rangers,117,2.17,W,130,257,0.5058,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.59
54,26/05/2023,Jays,Twins,Twins,129,2.29,L,130,258,0.5039,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
54,26/05/2023,Red Sox,Diamondbacks,Diamondbacks,112,2.12,L,130,259,0.5019,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
55,27/05/2023,White Sox,Tigers,Tigers,-110,1.91,W,131,260,0.5038,0.5025,0.5075,0.4975,0.4925,0,1,0.91
55,27/05/2023,Jays,Twins,Twins,-116,1.86,W,132,261,0.5057,0.5025,0.5075,0.4975,0.4925,0,1,0.86
55,27/05/2023,Phillies,Braves,Braves,-124,1.81,L,132,262,0.5038,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
55,27/05/2023,Giants,Brewers,Brewers,-109,1.92,L,132,263,0.5019,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
55,27/05/2023,Cardinals,Guardians,Cardinals,-109,1.92,W,133,264,0.5038,0.5025,0.5075,0.4975,0.4925,0,1,0.92
55,27/05/2023,Red Sox,Diamondbacks,Diamondbacks,108,2.08,L,133,265,0.5019,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
56,28/05/2023,Dodgers,Rays,Rays,-131,1.76,W,134,266,0.5038,0.5025,0.5075,0.4975,0.4925,0,1,0.76
56,28/05/2023,White Sox,Tigers,White Sox,103,2.03,W,135,267,0.5056,0.5025,0.5075,0.4975,0.4925,0,1,1.03
56,28/05/2023,Cardinals,Guardians,Cardinals,-130,1.77,L,135,268,0.5037,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
56,28/05/2023,Giants,Brewers,Brewers,113,2.13,W,136,269,0.5056,0.5025,0.5075,0.4975,0.4925,0,1,1.13
56,28/05/2023,Jays,Twins,Twins,-104,1.96,L,136,270,0.5037,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
56,28/05/2023,Marlins,Angels,Angels,-120,1.83,L,136,271,0.5018,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
56,28/05/2023,Red Sox,Diamondbacks,Red Sox,115,2.15,L,136,272,0.5,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
57,29/05/2023,Rangers,Tigers,Tigers,-104,1.96,L,136,273,0.4982,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
57,29/05/2023,Twins,Astros,Twins,109,2.09,W,137,274,0.5,0.5025,0.5075,0.4975,0.4925,0,1,1.09
58,30/05/2023,Padres,Marlins,Padres,125,2.25,W,138,275,0.5018,0.5025,0.5075,0.4975,0.4925,0,1,1.25
58,30/05/2023,Rangers,Tigers,Tigers,114,2.14,L,138,276,0.5,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
58,30/05/2023,Guardians,Orioles,Guardians,124,2.24,L,138,277,0.4982,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
58,30/05/2023,Pirates,Giants,Pirates,135,2.35,W,139,278,0.5,0.5025,0.5075,0.4975,0.4925,0,1,1.35
59,31/05/2023,Rangers,Tigers,Tigers,109,2.09,W,140,279,0.5018,0.5025,0.5075,0.4975,0.4925,0,1,1.09
59,31/05/2023,Rays,Cubs,Cubs,121,2.21,L,140,280,0.5,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
59,31/05/2023,Guardians,Orioles,Orioles,102,2.02,L,140,281,0.4982,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
60,1/6/2023,Padres,Marlins,Padres,-114,1.88,W,141,282,0.5,0.5025,0.5075,0.4975,0.4925,0,1,0.88
60,1/6/2023,Angels,Astros,Angels,130,2.3,L,141,283,0.4982,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
61,2/6/2023,Rockies,Royals,Royals,-122,1.82,L,141,284,0.4965,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
61,2/6/2023,Jays,Mets,Mets,-126,1.79,L,141,285,0.4947,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
61,2/6/2023,Mariners,Rangers,Mariners,-105,1.95,L,141,286,0.493,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
61,2/6/2023,Angels,Astros,Angels,117,2.17,L,141,287,0.4913,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
61,2/6/2023,Brewers,Reds,Reds,-109,1.92,W,142,288,0.4931,0.5025,0.5075,0.4975,0.4925,0,1,0.92
61,2/6/2023,Braves,Diamondbacks,Braves,-112,1.89,L,142,289,0.4913,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
61,2/6/2023,Orioles,Giants,Orioles,140,2.4,W,143,290,0.4931,0.5025,0.5075,0.4975,0.4925,0,1,1.40
62,3/6/2023,Brewers,Reds,Brewers,-108,1.93,W,144,291,0.4948,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.02
62,3/6/2023,Cardinals,Pirates,Pirates,130,2.3,W,145,292,0.4966,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.43
62,3/6/2023,Angels,Astros,Angels,153,2.53,L,145,293,0.4949,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
62,3/6/2023,Jays,Mets,Mets,113,2.13,L,145,294,0.4932,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
62,3/6/2023,Guardians,Twins,Twins,-126,1.79,L,145,295,0.4915,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
63,4/6/2023,Cardinals,Pirates,Pirates,127,2.27,W,146,296,0.4932,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.91
63,4/6/2023,Angels,Astros,Angels,128,2.28,W,147,297,0.4949,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.92
63,4/6/2023,Guardians,Twins,Guardians,131,2.31,W,148,298,0.4966,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.97
63,4/6/2023,Mariners,Rangers,Mariners,144,2.44,L,148,299,0.495,0.5025,0.5075,0.4975,0.4925,0.5,1.5,-1.50
63,4/6/2023,Brewers,Reds,Brewers,107,2.07,W,149,300,0.4967,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.61
63,4/6/2023,Orioles,Giants,Giants,-104,1.96,L,149,301,0.495,0.5025,0.5075,0.4975,0.4925,0.5,1.5,-1.50
63,4/6/2023,Braves,Diamondbacks,Braves,114,2.14,W,150,302,0.4967,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.71
63,4/6/2023,Cubs,Padres,Padres,-101,1.99,L,150,303,0.495,0.5025,0.5075,0.4975,0.4925,0.5,1.5,-1.50
64,5/6/2023,Rays,Red Sox,Rays,-133,1.75,W,151,304,0.4967,0.5025,0.5075,0.4975,0.4925,0.1,1.1,0.83
64,5/6/2023,Cardinals,Rangers,Cardinals,127,2.27,L,151,305,0.4951,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
64,5/6/2023,Astros,Blue Jays,Astros,-112,1.89,L,151,306,0.4935,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
65,6/6/2023,White Sox,Yankees,White Sox,126,2.26,W,152,307,0.4951,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.39
65,6/6/2023,Royals,Marlins,Royals,149,2.49,L,152,308,0.4935,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
65,6/6/2023,Red Sox,Guardians,Red Sox,-104,1.96,W,153,309,0.4951,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.06
65,6/6/2023,Cardinals,Rangers,Cardinals,130,2.3,L,153,310,0.4935,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
65,6/6/2023,Mariners,Padres,Padres,-122,1.82,L,153,311,0.492,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
65,6/6/2023,Orioles,Brewers,Brewers,-121,1.83,W,154,312,0.4936,0.5025,0.5075,0.4975,0.4925,0.1,1.1,0.91
66,7/6/2023,Mariners,Padres,Padres,-104,1.96,W,155,313,0.4952,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.06
66,7/6/2023,Mets,Braves,Braves,-121,1.83,W,156,314,0.4968,0.5025,0.5075,0.4975,0.4925,0.1,1.1,0.91
66,7/6/2023,Red Sox,Guardians,Red Sox,122,2.22,L,156,315,0.4952,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
66,7/6/2023,Twins,Rays,Twins,108,2.08,L,156,316,0.4937,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
66,7/6/2023,Cardinals,Rangers,Cardinals,125,2.25,W,157,317,0.4953,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.38
66,7/6/2023,Astros,Jays,Jays,-144,1.69,W,158,318,0.4969,0.5025,0.5075,0.4975,0.4925,0.1,1.1,0.76
67,8/6/2023,White Sox,Yankees,White Sox,128,2.28,W,159,319,0.4984,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.41
67,8/6/2023,Twins,Rays,Rays,-110,1.91,W,160,320,0.5,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.00
67,8/6/2023,Orioles,Brewers,Brewers,-103,1.97,L,160,321,0.4984,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
67,8/6/2023,Astros,Jays,Jays,-104,1.96,W,161,322,0.5,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.06
67,8/6/2023,Mets,Braves,Mets,171,2.71,L,161,323,0.4985,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
67,8/6/2023,Cubs,Angels,Angels,-125,1.8,W,162,324,0.5,0.5025,0.5075,0.4975,0.4925,0.1,1.1,0.88
68,9/6/2023,Rangers,Rays,Rangers,154,2.54,L,162,325,0.4985,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
68,9/6/2023,Diamondbacks,Tigers,Tigers,126,2.26,L,162,326,0.4969,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
68,9/6/2023,Astros,Guardians,Astros,-103,1.97,L,162,327,0.4954,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
68,9/6/2023,Mets,Pirates,Mets,109,2.09,L,162,328,0.4939,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
68,9/6/2023,Dodgers,Phillies,Phillies,103,2.03,W,163,329,0.4954,0.5025,0.5075,0.4975,0.4925,0,1,1.03
68,9/6/2023,Marlins,White Sox,White Sox,-119,1.84,W,164,330,0.497,0.5025,0.5075,0.4975,0.4925,0,1,0.84
68,9/6/2023,Rangers,Rays,Rangers,158,2.58,L,164,331,0.4955,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
69,10/6/2023,Diamondbacks,Tigers,Tigers,112,2.12,L,164,332,0.494,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
69,10/6/2023,Marlins,White Sox,Marlins,103,2.03,W,165,333,0.4955,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.13
69,10/6/2023,Padres,Rockies,Rockies,124,2.24,L,165,334,0.494,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
69,10/6/2023,Mets,Pirates,Mets,-121,1.83,W,166,335,0.4955,0.5025,0.5075,0.4975,0.4925,0.1,1.1,0.91
70,11/6/2023,Mets,Pirates,Mets,118,2.18,L,166,336,0.494,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
70,11/6/2023,Reds,Cardinals,Cardinals,-109,1.92,L,166,337,0.4926,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
70,11/6/2023,Dodgers,Phillies,Phillies,118,2.18,W,167,338,0.4941,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.30
70,11/6/2023,Royals,Orioles,Royals,140,2.4,L,167,339,0.4926,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
70,11/6/2023,Mariners,Angels,Angels,101,2.01,W,168,340,0.4941,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.11
70,11/6/2023,Red Sox,Yankees,Yankees,-111,1.9,L,168,341,0.4927,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
71,12/6/2023,Angels,Rangers,Angels,141,2.41,W,169,342,0.4942,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.55
72,13/06/2023,Reds,Royals,Royals,100,2,L,169,343,0.4927,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
72,13/06/2023,Angels,Rangers,Angels,125,2.25,W,170,344,0.4942,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.38
72,13/06/2023,Pirates,Cubs,Cubs,-126,1.79,W,171,345,0.4957,0.5025,0.5075,0.4975,0.4925,0.1,1.1,0.87
72,13/06/2023,Phillies,Diamondbacks,Phillies,-129,1.78,W,172,346,0.4971,0.5025,0.5075,0.4975,0.4925,0.1,1.1,0.86
73,14/06/2023,Brewers,Twins,Twins,-149,1.67,W,173,347,0.4986,0.5025,0.5075,0.4975,0.4925,0.1,1.1,0.74
73,14/06/2023,Giants,Cardinals,Giants,139,2.39,W,174,348,0.5,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.53
73,14/06/2023,Jays,Orioles,Jays,-101,1.99,W,175,349,0.5014,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.09
73,14/06/2023,Reds,Royals,Royals,103,2.03,L,175,350,0.5,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
73,14/06/2023,Braves,Tigers,Tigers,132,2.32,L,175,351,0.4986,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
73,14/06/2023,Angels,Rangers,Angels,129,2.29,L,175,352,0.4972,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
73,14/06/2023,Phillies,Diamondbacks,Phillies,109,2.09,W,176,353,0.4986,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.20
74,15/06/2023,Tigers,Twins,Twins,106,2.06,L,176,354,0.4972,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
74,15/06/2023,Nationals,Astros,Nationals,175,2.75,W,177,355,0.4986,0.5025,0.5075,0.4975,0.4925,0,1,1.75
74,15/06/2023,Jays,Orioles,Orioles,-112,1.89,W,178,356,0.5,0.5025,0.5075,0.4975,0.4925,0,1,0.89
74,15/06/2023,Guardians,Padres,Padres,-121,1.83,L,178,357,0.4986,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
74,15/06/2023,Phillies,Diamondbacks,Phillies,-125,1.8,W,179,358,0.5,0.5025,0.5075,0.4975,0.4925,0,1,0.80
75,16/06/2023,Orioles,Cubs,Cubs,-117,1.85,W,180,359,0.5014,0.5025,0.5075,0.4975,0.4925,0,1,0.85
75,16/06/2023,Yankees,Red Sox,Yankees,114,2.14,L,180,360,0.5,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
76,17/06/2023,Marlins,Nationals,Nationals,151,2.51,L,180,361,0.4986,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
76,17/06/2023,Pirates,Brewers,Brewers,100,2,W,181,362,0.5,0.5025,0.5075,0.4975,0.4925,0,1,1.00
76,17/06/2023,Jays,Rangers,Rangers,-105,1.95,W,182,363,0.5014,0.5025,0.5075,0.4975,0.4925,0,1,0.95
76,17/06/2023,Cardinals,Mets,Cardinals,140,2.4,W,183,364,0.5027,0.5025,0.5075,0.4975,0.4925,0,1,1.40
76,17/06/2023,Rays,Padres,Rays,110,2.1,L,183,365,0.5014,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
77,18/06/2023,Marlins,Nationals,Nationals,140,2.4,L,183,366,0.5,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
77,18/06/2023,Orioles,Cubs,Cubs,106,2.06,L,183,367,0.4986,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
77,18/06/2023,Jays,Rangers,Jays,122,2.22,L,183,368,0.4973,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
77,18/06/2023,Angels,Royals,Angels,-113,1.88,W,184,369,0.4986,0.5025,0.5075,0.4975,0.4925,0,1,0.88
77,18/06/2023,Guardians,Diamondbacks,Diamondbacks,-105,1.95,L,184,370,0.4973,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
78,19/06/2023,Cardinals,Nationals,Nationals,134,2.34,L,184,371,0.496,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
78,19/06/2023,Diamondbacks,Brewers,Brewers,-111,1.9,L,184,372,0.4946,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
78,19/06/2023,Rangers,White Sox,White Sox,112,2.12,L,184,373,0.4933,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
79,20/06/2023,Jays,Marlins,Marlins,-110,1.91,L,184,374,0.492,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
79,20/06/2023,Braves,Phillies,Braves,-146,1.68,W,185,375,0.4933,0.5025,0.5075,0.4975,0.4925,0.1,1.1,0.75
79,20/06/2023,Red Sox,Twins,Twins,-124,1.81,L,185,376,0.492,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
79,20/06/2023,Royals,Tigers,Royals,129,2.29,W,186,377,0.4934,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.42
79,20/06/2023,Rangers,White Sox,White Sox,140,2.4,W,187,378,0.4947,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.54
80,21/06/2023,Cubs,Pirates,Pirates,-101,1.99,L,187,379,0.4934,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
80,21/06/2023,Royals,Tigers,Royals,121,2.21,L,187,380,0.4921,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
80,21/06/2023,Jays,Marlins,Marlins,122,2.22,L,187,381,0.4908,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
